CHUNK_ID,TREE_ID,PLOT_ID,SPCD,STATUSCD,DIA,HT,CR,X,Y,ROW_CHUNK,COL_CHUNK
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019270.7232355315,2476421.88570819,0,0
0_0,140575,4145,122,1,30.988,17.9832,0.8,-2019271.7273995592,2476428.7456131205,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019263.4871470775,2476420.526059203,0,0
0_0,140559,4145,122,1,33.528,17.6784,0.55,-2019259.554276512,2476422.262677879,0,0
0_0,140560,4145,122,1,29.718,17.3736,0.35,-2019262.3848160305,2476417.9045914323,0,0
0_0,140571,4145,122,1,14.986,10.668000000000001,0.65,-2019267.7398387003,2476416.8822015184,0,0
0_0,140576,4145,122,1,18.541999999999998,9.144,0.3,-2019264.0475666292,2476425.4734384795,0,0
0_0,140566,4145,122,1,24.384,13.1064,0.8,-2019257.8528136301,2476428.068636181,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019264.8760986142,2476424.33763856,0,0
0_0,140567,4145,122,1,34.036,16.154400000000003,0.8,-2019260.0629355991,2476427.774543205,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019269.9538805482,2476419.179407358,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019258.967179641,2476419.623542259,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019253.7710621909,2476495.5028099874,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019247.4537043858,2476492.84280165,0,0
0_0,140560,4145,122,1,29.718,17.3736,0.35,-2019244.735470031,2476497.375136581,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019245.4964232764,2476498.7919376967,0,0
0_0,140564,4145,122,1,15.748000000000001,8.5344,0.55,-2019248.664266335,2476492.1825918267,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019247.801761045,2476492.94602735,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019246.591137874,2476494.4412256754,0,0
0_0,140568,4145,122,1,25.654,15.8496,0.7,-2019254.564016461,2476495.018560346,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019254.4177255512,2476503.6112180334,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019255.8721668527,2476501.7822141005,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019249.128974581,2476498.1091780374,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019243.8227574467,2476494.4596981686,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019258.8999586427,2476495.085651923,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019242.1029886056,2476491.639958569,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019263.2772576343,2476490.887117714,0,0
0_0,140568,4145,122,1,25.654,15.8496,0.7,-2019231.4980146426,2476498.262414767,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019233.6802308706,2476500.667636343,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019238.5435454038,2476495.841503349,0,0
0_0,140571,4145,122,1,14.986,10.668000000000001,0.65,-2019234.709097733,2476502.245751816,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019231.8252203434,2476500.668762619,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019238.6252580476,2476501.5034370287,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019236.1966808443,2476497.409922993,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019251.0496148902,2476489.915150433,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019239.5456128996,2476496.097899935,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019233.8002899934,2476497.073940473,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019238.9421334188,2476491.9976349077,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019234.150743858,2476308.3659592266,0,0
0_0,140562,4145,122,1,13.716000000000001,5.486400000000001,0.45,-2019232.2796020736,2476297.146437789,0,0
0_0,140576,4145,122,1,18.541999999999998,9.144,0.3,-2019272.8481444167,2476288.5476946,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019244.0310416163,2476350.5164954513,0,0
0_0,140571,4145,122,1,14.986,10.668000000000001,0.65,-2019242.3066732136,2476345.1562693072,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019250.8432200989,2476344.1335860444,0,0
0_0,140578,4145,122,1,23.876,15.24,0.65,-2019252.1677622565,2476347.2407389055,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019242.6636630453,2476349.5870778183,0,0
0_0,140574,4145,122,1,23.876,13.411200000000001,0.55,-2019250.9904861886,2476339.1096842363,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019247.4448314966,2476348.6503351964,0,0
0_0,140573,4145,122,1,24.384,13.716000000000001,0.2,-2019242.5076057287,2476345.003844279,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019228.223200028,2476338.7924258164,0,0
0_0,140571,4145,122,1,14.986,10.668000000000001,0.65,-2019231.7942237116,2476489.709132839,0,0
0_0,140577,4145,122,1,25.907999999999998,15.24,0.65,-2019239.0706504572,2476495.06132247,0,0
0_0,140572,4145,122,1,17.526,8.2296,0.75,-2019234.2497251327,2476503.3286384875,0,0
0_0,140562,4145,122,1,13.716000000000001,5.486400000000001,0.45,-2019236.7763766702,2476502.5725934464,0,0
0_0,140567,4145,122,1,34.036,16.154400000000003,0.8,-2019233.3068705748,2476315.578773065,0,0
0_0,140567,4145,122,1,34.036,16.154400000000003,0.8,-2019228.6631922303,2476316.1388643826,0,0
0_0,140559,4145,122,1,33.528,17.6784,0.55,-2019238.8715337235,2476309.060856081,0,0
0_0,140563,4145,122,1,12.953999999999999,7.9248,0.85,-2019231.5910489035,2476321.9805204244,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019238.6307734454,2476300.627471621,0,0
0_0,140574,4145,122,1,23.876,13.411200000000001,0.55,-2019228.592070466,2476297.076783198,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019237.9418205845,2476303.8974038046,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019232.089944369,2476304.598137505,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019278.5409954048,2476462.476716247,0,0
0_0,140562,4145,122,1,13.716000000000001,5.486400000000001,0.45,-2019275.1395016965,2476459.0999006354,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019231.5588123775,2476295.921512084,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019239.6946440686,2476306.711943531,0,0
0_0,140561,4145,122,1,28.447999999999997,16.4592,0.45,-2019240.5403931164,2476301.178325342,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019232.5625678543,2476303.5167018254,0,0
0_0,140564,4145,122,1,15.748000000000001,8.5344,0.55,-2019232.879647977,2476298.2963498184,0,0
0_0,140571,4145,122,1,14.986,10.668000000000001,0.65,-2019237.9405751221,2476308.9396960125,0,0
0_0,140576,4145,122,1,18.541999999999998,9.144,0.3,-2019264.8727535638,2476234.802434142,0,0
0_0,140576,4145,122,1,18.541999999999998,9.144,0.3,-2019292.6445663576,2476479.540033892,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019297.3399710045,2476475.647574571,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019272.4561974753,2476284.0901528825,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019275.837928995,2476287.813556004,0,0
0_0,140559,4145,122,1,33.528,17.6784,0.55,-2019274.3483770732,2476291.775399911,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019275.039013477,2476282.565549204,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019277.4358770652,2476283.98448734,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019285.3435668,2476286.436696191,0,0
0_0,140574,4145,122,1,23.876,13.411200000000001,0.55,-2019286.1228448076,2476282.354963579,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019273.0736556908,2476467.715303943,0,0
0_0,140568,4145,122,1,25.654,15.8496,0.7,-2019279.75678914,2476466.0204118863,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019232.5689637652,2476328.047919794,0,0
0_0,140575,4145,122,1,30.988,17.9832,0.8,-2019233.331259914,2476330.0304736067,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019263.7503497223,2476278.76749725,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019284.5183666046,2476282.716348762,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019282.8101986954,2476283.719088905,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019281.4676527227,2476292.996485718,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019274.6501328552,2476290.195098618,0,0
0_0,140562,4145,122,1,13.716000000000001,5.486400000000001,0.45,-2019276.9012624563,2476287.0781602724,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019281.5678030227,2476288.4700322864,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019281.5211951556,2476283.670608629,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019270.9578993833,2476276.060213257,0,0
0_0,140571,4145,122,1,14.986,10.668000000000001,0.65,-2019282.920854731,2476289.72697514,0,0
0_0,140565,4145,122,1,19.812,7.62,0.55,-2019276.8412128342,2476284.9798195423,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019264.9204714326,2476277.369836028,0,0
0_0,140576,4145,122,1,18.541999999999998,9.144,0.3,-2019266.0170573362,2476275.1723905965,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019265.236697228,2476271.1718539987,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019270.287926649,2476265.6479295986,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019276.0007567964,2476463.119924443,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019277.2900543914,2476473.091683719,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019285.1921166352,2476469.913155035,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019279.8473245627,2476469.2005265765,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019278.2910653076,2476465.7036628416,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019246.3285598056,2476261.30234977,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019246.917114117,2476252.6192535656,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019251.5317523596,2476255.7692548023,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019279.973099626,2476467.5106450156,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019252.4236960053,2476250.246252741,0,0
0_0,140562,4145,122,1,13.716000000000001,5.486400000000001,0.45,-2019249.6139894954,2476253.4514877656,0,0
0_0,140571,4145,122,1,14.986,10.668000000000001,0.65,-2019253.9287662988,2476250.7784673,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019250.9634238654,2476263.887406348,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019247.079579827,2476252.3259358564,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019254.7234616964,2476263.426068607,0,0
0_0,140561,4145,122,1,28.447999999999997,16.4592,0.45,-2019267.9167191633,2476223.593973669,0,0
0_0,140572,4145,122,1,17.526,8.2296,0.75,-2019257.1362891633,2476238.190649294,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019257.8209114028,2476232.36332761,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019249.751468335,2476243.6660878863,0,0
0_0,140576,4145,122,1,18.541999999999998,9.144,0.3,-2019242.0469134569,2476261.4219963895,0,0
0_0,140573,4145,122,1,24.384,13.716000000000001,0.2,-2019295.2093372422,2476483.939967829,0,0
0_0,140565,4145,122,1,19.812,7.62,0.55,-2019291.6401656517,2476479.6793412827,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019270.5877239448,2476197.845231235,0,0
0_0,140572,4145,122,1,17.526,8.2296,0.75,-2019295.9992962733,2476487.8424899923,0,0
0_0,140568,4145,122,1,25.654,15.8496,0.7,-2019289.8642102708,2476476.222176322,0,0
0_0,140572,4145,122,1,17.526,8.2296,0.75,-2019300.0028172866,2476488.790997272,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019293.81622248,2476475.4192008562,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019296.2538714826,2476475.27018422,0,0
0_0,140559,4145,122,1,33.528,17.6784,0.55,-2019299.9589344221,2476475.9015377583,0,0
0_0,140559,4145,122,1,33.528,17.6784,0.55,-2019293.9022690768,2476484.7055817996,0,0
0_0,140562,4145,122,1,13.716000000000001,5.486400000000001,0.45,-2019296.7363166525,2476476.5310457847,0,0
0_0,140575,4145,122,1,30.988,17.9832,0.8,-2019292.4318042547,2476479.9510558248,0,0
0_0,140567,4145,122,1,34.036,16.154400000000003,0.8,-2019290.5448881052,2476482.928642907,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019262.845017806,2476197.1291330033,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019258.4476380402,2476193.0144063737,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019261.769332727,2476196.935398581,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019255.6659926227,2476386.5391244153,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019254.4319053881,2476384.271278873,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019242.528752623,2476386.445403834,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019300.7777507347,2476483.354477193,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019264.9057647265,2476196.3011810957,0,0
0_0,140578,4145,122,1,23.876,15.24,0.65,-2019265.787666522,2476203.534960648,0,0
0_0,140562,4145,122,1,13.716000000000001,5.486400000000001,0.45,-2019262.3304223167,2476196.0971167474,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019269.1620631937,2476193.993244852,0,0
0_0,140573,4145,122,1,24.384,13.716000000000001,0.2,-2019258.36796625,2476201.130814365,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019298.3504495018,2476480.3920899616,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019299.712409831,2476480.795255411,0,0
0_0,140564,4145,122,1,15.748000000000001,8.5344,0.55,-2019300.2174996908,2476487.2247084714,0,0
0_0,140570,4145,122,1,4.572,2.1336,0.1,-2019301.6968467855,2476486.4367062724,0,0
0_0,140569,4145,122,1,5.08,2.4384,0.15,-2019242.9971722031,2476394.4762818203,0,0
0_0,140580,4146,108,1,21.59,12.4968,0.3,-2018949.725634463,2476496.1878899555,0,0
0_0,140602,4146,108,1,7.366,5.1816,0.75,-2018972.7351154923,2476400.7223041467,0,0
0_0,140601,4146,108,1,7.8740000000000006,5.7912,0.65,-2018972.394359559,2476411.110552858,0,0
0_0,140598,4146,122,2,20.32,5.7912,,-2018978.783008928,2476410.5388795543,0,0
0_0,140584,4146,108,1,5.842,4.572,0.3,-2018984.5495690564,2476400.0810087766,0,0
0_0,140597,4146,122,1,3.048,2.7432000000000003,0.25,-2018980.498651333,2476404.7463329476,0,0
0_0,140601,4146,108,1,7.8740000000000006,5.7912,0.65,-2018911.4180884901,2476488.546548401,0,0
0_0,140584,4146,108,1,5.842,4.572,0.3,-2018910.4590721705,2476487.1396735604,0,0
0_0,140602,4146,108,1,7.366,5.1816,0.75,-2018911.2990312641,2476475.8692560284,0,0
0_0,140584,4146,108,1,5.842,4.572,0.3,-2018909.9176484873,2476477.8380012754,0,0
0_0,140588,4146,108,1,3.302,3.3528000000000002,0.5,-2018907.373390235,2476488.1603143467,0,0
0_0,140597,4146,122,1,3.048,2.7432000000000003,0.25,-2018897.89003737,2476487.427213695,0,0
0_0,140603,4146,122,1,27.94,17.9832,0.25,-2018899.9660243087,2476483.5497906357,0,0
0_0,140584,4146,108,1,5.842,4.572,0.3,-2018906.1975491531,2476483.206934377,0,0
0_0,140595,4146,122,1,69.342,30.48,0.7,-2018910.45966627,2476475.77294118,0,0
0_0,140584,4146,108,1,5.842,4.572,0.3,-2018897.0307743931,2476477.7033247272,0,0
0_0,140602,4146,108,1,7.366,5.1816,0.75,-2018867.1490432569,2476446.561245009,0,0
0_0,140597,4146,122,1,3.048,2.7432000000000003,0.25,-2018991.515954943,2476391.6928436277,0,0
0_0,140588,4146,108,1,3.302,3.3528000000000002,0.5,-2018993.9715980846,2476384.425977606,0,0
0_0,140600,4146,108,1,18.796000000000003,11.277600000000001,0.55,-2018988.7330574978,2476384.1253649355,0,0
0_0,140597,4146,122,1,3.048,2.7432000000000003,0.25,-2019000.1926019585,2476397.8592800256,0,0
0_0,140584,4146,108,1,5.842,4.572,0.3,-2018991.429018244,2476388.9103616592,0,0
0_0,140602,4146,108,1,7.366,5.1816,0.75,-2018973.487858971,2476401.8379319473,0,0
0_0,140588,4146,108,1,3.302,3.3528000000000002,0.5,-2018983.8587808341,2476411.547727776,0,0
0_0,140597,4146,122,1,3.048,2.7432000000000003,0.25,-2018976.6746002745,2476405.3363331314,0,0
0_0,140579,4146,108,1,28.194,18.8976,0.35,-2018974.8715699527,2476401.6861656294,0,0
0_0,140597,4146,122,1,3.048,2.7432000000000003,0.25,-2018978.8841783237,2476408.0745182396,0,0
0_0,140598,4146,122,2,20.32,5.7912,,-2018980.6813873071,2476413.123526406,0,0
0_0,140610,4146,108,1,41.147999999999996,24.0792,0.35,-2018837.594434393,2476420.421572057,0,0
0_0,140607,4146,108,1,36.83,19.812,0.55,-2018840.5731244194,2476418.92396567,0,0
0_0,140611,4146,122,1,39.37,18.5928,0.4,-2018986.2468040627,2476406.5176255247,0,0
0_0,140587,4146,108,1,12.7,11.277600000000001,0.8,-2018866.5180659431,2476414.390540412,0,0
0_0,140588,4146,108,1,3.302,3.3528000000000002,0.5,-2018986.853401502,2476413.2606471768,0,0
0_0,140604,4146,122,1,15.748000000000001,10.3632,0.45,-2018981.007621061,2476400.7844256796,0,0
0_0,140584,4146,108,1,5.842,4.572,0.3,-2018979.7206013615,2476399.2752930247,0,0
0_0,140588,4146,108,1,3.302,3.3528000000000002,0.5,-2018978.2013044048,2476409.4492338286,0,0
0_0,140584,4146,108,1,5.842,4.572,0.3,-2018983.105300161,2476412.4795887354,0,0
0_0,140584,4146,108,1,5.842,4.572,0.3,-2018981.925359558,2476403.0368101625,0,0
0_0,140602,4146,108,1,7.366,5.1816,0.75,-2018974.8822651014,2476400.4726017006,0,0
0_0,140601,4146,108,1,7.8740000000000006,5.7912,0.65,-2018909.0740171107,2476476.407554387,0,0
0_0,140602,4146,108,1,7.366,5.1816,0.75,-2018904.2708568936,2476475.49000719,0,0
0_0,140588,4146,108,1,3.302,3.3528000000000002,0.5,-2018905.9563202395,2476484.341084839,0,0
0_0,140584,4146,108,1,5.842,4.572,0.3,-2018906.1763526432,2476477.0293295844,0,0
0_0,140588,4146,108,1,3.302,3.3528000000000002,0.5,-2018898.7956048036,2476488.1979278647,0,0
0_0,140610,4146,108,1,41.147999999999996,24.0792,0.35,-2018976.179357078,2476394.1508178334,0,0
0_0,140601,4146,108,1,7.8740000000000006,5.7912,0.65,-2018979.2093332906,2476396.1950745983,0,0
0_0,140601,4146,108,1,7.8740000000000006,5.7912,0.65,-2018977.5812596523,2476398.7060599453,0,0
0_0,140597,4146,122,1,3.048,2.7432000000000003,0.25,-2018976.362528874,2476391.0874541462,0,0
0_0,140601,4146,108,1,7.8740000000000006,5.7912,0.65,-2018985.4450152244,2476388.309231579,0,0
0_0,140602,4146,108,1,7.366,5.1816,0.75,-2018903.4325175753,2476480.4829272777,0,0
0_0,140601,4146,108,1,7.8740000000000006,5.7912,0.65,-2018905.8957081183,2476481.823739437,0,0
0_0,140597,4146,122,1,3.048,2.7432000000000003,0.25,-2018897.8500999103,2476483.1450720406,0,0
0_0,140610,4146,108,1,41.147999999999996,24.0792,0.35,-2018897.1767021322,2476487.084306893,0,0
0_0,140582,4146,108,1,28.956000000000003,21.031200000000002,0.4,-2018898.1943297344,2476477.1829744074,0,0
0_0,140588,4146,108,1,3.302,3.3528000000000002,0.5,-2018993.4069567465,2476398.2957181013,0,0
0_0,140602,4146,108,1,7.366,5.1816,0.75,-2018995.7942116628,2476390.99705818,0,0
0_0,140597,4146,122,1,3.048,2.7432000000000003,0.25,-2018992.353532239,2476389.880435514,0,0
0_0,140602,4146,108,1,7.366,5.1816,0.75,-2018752.8119690104,2476445.545118149,0,0
0_0,140597,4146,122,1,3.048,2.7432000000000003,0.25,-2018754.713866974,2476458.9432706283,0,0
0_0,140601,4146,108,1,7.8740000000000006,5.7912,0.65,-2018776.3091289809,2476446.643637358,0,0
0_0,140601,4146,108,1,7.8740000000000006,5.7912,0.65,-2018767.080985324,2476454.3845770815,0,0
0_0,140601,4146,108,1,7.8740000000000006,5.7912,0.65,-2018762.0801898239,2476445.080061095,0,0
0_0,140588,4146,108,1,3.302,3.3528000000000002,0.5,-2018762.02238666,2476455.9238315457,0,0
0_0,140612,4146,122,1,17.018,10.3632,0.1,-2018772.2702001669,2476450.7550548776,0,0
0_0,140584,4146,108,1,5.842,4.572,0.3,-2018769.791604986,2476456.960752856,0,0
0_0,140601,4146,108,1,7.8740000000000006,5.7912,0.65,-2018766.6651692272,2476447.514250584,0,0
0_0,140586,4146,108,1,13.462,7.62,0.25,-2018769.324726542,2476444.83953992,0,0
0_0,140602,4146,108,1,7.366,5.1816,0.75,-2018774.2505461015,2476449.4121383927,0,0
0_0,140606,4146,122,1,19.05,11.5824,0.65,-2018765.612411178,2476455.244058284,0,0
0_0,140610,4146,108,1,41.147999999999996,24.0792,0.35,-2018765.0293278212,2476452.484042084,0,0
0_0,140579,4146,108,1,28.194,18.8976,0.35,-2018776.9297423472,2476454.286068841,0,0
0_0,140584,4146,108,1,5.842,4.572,0.3,-2018762.8398036829,2476447.0772256493,0,0
0_0,140588,4146,108,1,3.302,3.3528000000000002,0.5,-2018903.803733737,2476480.519935572,0,0
0_0,140588,4146,108,1,3.302,3.3528000000000002,0.5,-2018916.8103692732,2476488.239450398,0,0
0_0,140584,4146,108,1,5.842,4.572,0.3,-2018921.727630061,2476476.6545758485,0,0
0_0,140588,4146,108,1,3.302,3.3528000000000002,0.5,-2018912.157582765,2476476.847457559,0,0
0_0,140605,4146,122,1,29.464,18.288,0.4,-2018921.06727207,2476478.6809493904,0,0
0_0,140602,4146,108,1,7.366,5.1816,0.75,-2018922.2599649664,2476488.872367108,0,0
0_0,140583,4146,122,1,16.002,9.7536,0.4,-2018918.1523691376,2476474.7043517632,0,0
0_0,140602,4146,108,1,7.366,5.1816,0.75,-2018918.0550037131,2476475.5983684454,0,0
0_0,140599,4146,122,1,14.223999999999998,7.9248,0.75,-2018922.0172950719,2476476.238813357,0,0
0_0,140601,4146,108,1,7.8740000000000006,5.7912,0.65,-2018918.4739138803,2476479.893598534,0,0
0_0,140584,4146,108,1,5.842,4.572,0.3,-2018917.3740198836,2476482.711977637,0,0
0_0,140581,4146,122,1,34.036,14.630400000000002,0.4,-2018925.667046177,2476486.8001158605,0,0
0_0,140588,4146,108,1,3.302,3.3528000000000002,0.5,-2018915.86721435,2476485.224407032,0,0
0_0,140601,4146,108,1,7.8740000000000006,5.7912,0.65,-2018917.8508270576,2476487.220724142,0,0
0_0,140602,4146,108,1,7.366,5.1816,0.75,-2018917.6201965248,2476487.2291469006,0,0
0_0,140601,4146,108,1,7.8740000000000006,5.7912,0.65,-2018918.5813857773,2476487.1820049435,0,0
0_0,140606,4146,122,1,19.05,11.5824,0.65,-2018923.2983811279,2476486.841407231,0,0
0_0,140584,4146,108,1,5.842,4.572,0.3,-2018916.021624552,2476483.175599471,0,0
0_0,140586,4146,108,1,13.462,7.62,0.25,-2018923.6431821447,2476476.7156545543,0,0
0_0,140588,4146,108,1,3.302,3.3528000000000002,0.5,-2018926.8609002314,2476476.424388025,0,0
0_0,140601,4146,108,1,7.8740000000000006,5.7912,0.65,-2018960.6643505713,2476486.9649275383,0,0
0_0,140602,4146,108,1,7.366,5.1816,0.75,-2018913.3200266282,2476481.2929087137,0,0
0_0,140612,4146,122,1,17.018,10.3632,0.1,-2018914.5277920803,2476478.26581615,0,0
0_0,140593,4146,108,1,21.843999999999998,12.8016,0.7,-2018923.3518455443,2476485.597057484,0,0
0_0,140601,4146,108,1,7.8740000000000006,5.7912,0.65,-2018915.576935017,2476486.809318658,0,0
0_0,140584,4146,108,1,5.842,4.572,0.3,-2018913.2338004657,2476474.9464785126,0,0
0_0,140593,4146,108,1,21.843999999999998,12.8016,0.7,-2018918.82161897,2476481.1134570474,0,0
